次数,画面タイトル,画面タイプ,指標名,計算レイヤー,スコープ,指標タイプ,指標タイプ詳細（定義）,演算ロジック,演算式詳細,経営重要度,データソース区分,機能説明,ラクミーテーブル名.カラム名,依存先指標,被参照指標,V89No
3次,発注書一覧,一覧表示画面,発注日時,L2-S,単店舗,データ参照表示,発注書作成時の日時,-,-,C,orders + official_order_items（参照）,【ラクミーアプリ】作成した発注書の一覧・ステータス管理,orders.created_at,発注書作成.作成日時,-,738
3次,発注書一覧,一覧表示画面,ステータス,L2-S,単店舗,データ参照表示,発注書の処理状態,-,-,B,orders + official_order_items（参照）,【ラクミーアプリ】作成した発注書の一覧・ステータス管理,orders.status,発注書作成.ステータス,-,739
3次,発注書一覧,一覧表示画面,発注先,L2-S,単店舗,データ参照表示,発注先名を表示,-,-,C,orders + official_order_items（参照）,【ラクミーアプリ】作成した発注書の一覧・ステータス管理,orders.client_name,発注書作成.発注先名,-,740
3次,発注書一覧,一覧表示画面,納品希望日,L2-S,単店舗,データ参照表示,希望納品日,-,-,C,orders + official_order_items（参照）,【ラクミーアプリ】作成した発注書の一覧・ステータス管理,orders.delivery_date,発注書作成.納品希望日,-,741
3次,発注書一覧,一覧表示画面,発注書画像,L2-S,単店舗,画像保存,発注書の撮影画像,-,-,D,画像データ,【ラクミーアプリ】作成した発注書の一覧・ステータス管理,orders.image_url,ユーザー撮影,-,742
3次,納品書一覧,一覧表示画面,納品書ID,L2-S,単店舗,データ参照表示,納品書撮影で入力されたID,-,-,D,納品書データ（参照）,【ラクミーアプリ】撮影した納品書の一覧。登録状況を確認,delivery_note_photos.id,納品書撮影.納品書ID,-,752
3次,納品書一覧,一覧表示画面,納品日,L2-S,単店舗,データ参照表示,納品書の納品日,-,-,C,納品書データ（参照）,【ラクミーアプリ】撮影した納品書の一覧。登録状況を確認,delivery_note_photos.closed_date,納品書撮影.納品日,-,753
3次,納品書一覧,一覧表示画面,登録状況,L2-S,単店舗,データ参照表示,納品書の処理状態,-,-,B,納品書データ（参照）,【ラクミーアプリ】撮影した納品書の一覧。登録状況を確認,delivery_note_photos.status,納品書撮影.ステータス,-,754
3次,納品書一覧,一覧表示画面,納品書画像,L2-S,単店舗,画像表示,撮影した納品書画像,-,-,D,画像データ,【ラクミーアプリ】撮影した納品書の一覧。登録状況を確認,delivery_note_photos.photo,納品書撮影.納品書画像,-,755
3次,納品書撮影（登録）,実績入力画面,納品書ID,L2-S,単店舗,AI読込+ユーザー入力,AI読込後に確認・修正,-,-,D,delivery_note_photos + arrival_items（アプリ入力）,【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,delivery_note_photos.id,AI読込（納品書画像）,"納品書一覧, ラクミーウェブ.納品書管理",743
3次,納品書撮影（登録）,実績入力画面,発注者,L2-S,単店舗,AI読込+ユーザー入力,AI読込後に確認・修正,-,-,D,delivery_note_photos + arrival_items（アプリ入力）,【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,arrivals.shop_vendor_id,AI読込（納品書画像）,ラクミーウェブ.納品書詳細,744
3次,納品書撮影（登録）,実績入力画面,納品日,L2-S,単店舗,AI読込+ユーザー入力,AI読込後に確認・修正,-,-,C,delivery_note_photos + arrival_items（アプリ入力）,【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,delivery_note_photos.closed_date,AI読込（納品書画像）,"納品書一覧, ラクミーウェブ.納品書詳細",745
3次,納品書撮影（登録）,実績入力画面,注文数,L2-S,単店舗,AI読込+ユーザー入力,AI読込後に確認・修正,-,-,C,delivery_note_photos + arrival_items（アプリ入力）,【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,arrival_items.num,AI読込（納品書画像）,ラクミーウェブ.納品書詳細,746
3次,納品書撮影（登録）,実績入力画面,納品数,L2-S,単店舗,AI読込+ユーザー入力,仕入金額計算に使用,-,-,B,delivery_note_photos + arrival_items（アプリ入力）,【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,arrival_items.arrival_num,AI読込（納品書画像）,"ラクミーウェブ.納品書詳細, 仕入先分析",747
3次,納品書撮影（登録）,実績入力画面,納品単価,L2-S,単店舗,AI読込+ユーザー入力,仕入金額計算に使用,-,-,B,delivery_note_photos + arrival_items（アプリ入力）,【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,arrival_items.price,AI読込（納品書画像）,"ラクミーウェブ.納品書詳細, 仕入先分析",748
3次,納品書撮影（登録）,実績入力画面,小計（税抜）,L2-S,単店舗,画面内演算,納品数×納品単価,-,-,B,計算項目,【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,arrival_items.subtotal_tax_excluded,"納品数, 納品単価",ラクミーウェブ.仕入先分析.金額（税抜）,749
3次,納品書撮影（登録）,実績入力画面,小計（税込）,L2-S,単店舗,画面内演算,小計（税抜）×税率,-,-,C,計算項目,【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,arrival_items.subtotal,小計（税抜）,-,750
3次,納品書撮影（登録）,実績入力画面,納品書画像,L2-S,単店舗,画像保存,AI読込のソース画像,-,-,D,画像データ,【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,delivery_note_photos.photo,ユーザー撮影,"納品書一覧, ラクミーウェブ.納品書詳細",751
3次,納品書管理,一覧表示画面,納品書ID,L2-S,単店舗,外部連携+アプリ連携,インフォマート連携データ＋ラクミーアプリ納品書撮影データを表示,参照表示,infomart_transactions.id,D,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,ラクミーアプリで撮影・AI読込された納品書データの一覧管理。インフォマート連携データも表示,infomart_transactions.id,ラクミーアプリ.納品書撮影（登録）,-,460
3次,納品書管理,一覧表示画面,受付日時,L2-S,単店舗,外部連携+アプリ連携,インフォマート連携データ＋ラクミーアプリ納品書撮影データを表示,参照表示,infomart_transactions.received_at,D,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,ラクミーアプリで撮影・AI読込された納品書データの一覧管理。インフォマート連携データも表示,infomart_transactions.received_at,ラクミーアプリ.納品書撮影（登録）,-,461
3次,納品書管理,一覧表示画面,納品日,L2-S,単店舗,外部連携+アプリ連携,インフォマート連携データ＋ラクミーアプリ納品書撮影データを表示,参照表示,infomart_transactions.delivery_date,D,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,ラクミーアプリで撮影・AI読込された納品書データの一覧管理。インフォマート連携データも表示,infomart_transactions.delivery_date,ラクミーアプリ.納品書撮影（登録）,-,462
3次,納品書管理,一覧表示画面,処理ステータス,L2-S,単店舗,外部連携+アプリ連携,インフォマート連携データ＋ラクミーアプリ納品書撮影データを表示,参照表示,infomart_transactions.status,D,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,ラクミーアプリで撮影・AI読込された納品書データの一覧管理。インフォマート連携データも表示,infomart_transactions.status,ラクミーアプリ.納品書撮影（登録）,-,464
3次,納品書管理,一覧表示画面,発注先,L2-S,単店舗,外部連携+アプリ連携,インフォマート連携データ＋ラクミーアプリ納品書撮影データを表示,参照表示,infomart_transactions.client_name,D,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,ラクミーアプリで撮影・AI読込された納品書データの一覧管理。インフォマート連携データも表示,infomart_transactions.client_name,ラクミーアプリ.納品書撮影（登録）,-,465
3次,納品書詳細,一覧表示画面,納品書ID,L2-S,単店舗,外部連携+アプリ連携,インフォマート連携データ＋ラクミーアプリ納品書撮影データを表示,参照表示,infomart_transactions.id,D,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,AI読込された納品書の詳細。商品・数量・単価の確認・修正,infomart_transactions.id,ラクミーアプリ.納品書撮影（登録）,-,466
3次,納品書詳細,一覧表示画面,発注者,L2-S,単店舗,外部連携+アプリ連携,インフォマート連携データ＋ラクミーアプリ納品書撮影データを表示,参照表示,infomart_transactions.orderer_name,D,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,AI読込された納品書の詳細。商品・数量・単価の確認・修正,infomart_transactions.orderer_name,ラクミーアプリ.納品書撮影（登録）,-,467
3次,納品書詳細,一覧表示画面,受注者,L2-S,単店舗,外部連携+アプリ連携,インフォマート連携データ＋ラクミーアプリ納品書撮影データを表示,参照表示,infomart_transactions.client_name,D,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,AI読込された納品書の詳細。商品・数量・単価の確認・修正,infomart_transactions.client_name,ラクミーアプリ.納品書撮影（登録）,-,468
3次,納品書詳細,一覧表示画面,処理ステータス,L2-S,単店舗,外部連携+アプリ連携,インフォマート連携データ＋ラクミーアプリ納品書撮影データを表示,参照表示,infomart_transactions.status,D,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,AI読込された納品書の詳細。商品・数量・単価の確認・修正,infomart_transactions.status,ラクミーアプリ.納品書撮影（登録）,-,469
3次,納品書詳細,一覧表示画面,納品日,L2-S,単店舗,外部連携+アプリ連携,インフォマート連携データ＋ラクミーアプリ納品書撮影データを表示,参照表示,infomart_transactions.delivery_date,D,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,AI読込された納品書の詳細。商品・数量・単価の確認・修正,infomart_transactions.delivery_date,ラクミーアプリ.納品書撮影（登録）,-,470
3次,費目別仕入分析,分析画面,比率,L2-S,単店舗,設定参照×設定参照,複数の費用設定の組合せ,費目÷総仕入×100,費目別仕入分析.金額税抜 ÷ SUM(費目別仕入分析.金額税抜) × 100,C,計算項目,費目ごとの仕入金額を分析,monthly_costs.value,-,-,374
3次,集計（仕入）税抜,分析画面,仕入率（％）,L2-S,単店舗,画面内演算,仕入額÷売上総額×100,-,-,A,計算項目,【ラクミーアプリ】仕入率の集計表示（税抜）,-,"仕入額, 売上総額",-,789
3次,集計（仕入）税込,分析画面,仕入率（％）,L2-S,単店舗,画面内演算,仕入額÷売上総額×100（税込）,-,-,B,計算項目,【ラクミーアプリ】仕入率の集計表示（税込）,-,"仕入額税込, 売上総額税込",-,797
3次,集計（売上）税抜,分析画面,売上総額,L2-S,単店舗,画面内演算,標準税率+軽減税率の合計,-,-,A,計算項目,【ラクミーアプリ】売上経費入力で登録した売上の集計表示（税抜）,-,売上経費入力.店内売上+店外売上,ラクミーウェブ.予実対比.総売上,782
3次,集計（売上）税抜,分析画面,標準税率（額）,L2-S,単店舗,データ参照表示,売上経費入力の店内売上を集計,-,-,B,集計表示,【ラクミーアプリ】売上経費入力で登録した売上の集計表示（税抜）,head_office_connected_service_sales_logs.sales_excluded (edited=1),売上経費入力.店内売上税抜,-,783
