次数,ターゲット,画面タイトル,画面タイプ,1次指標名,2次指標名,3次指標名,4次指標名,5次指標名,計算レイヤー,スコープ,指標タイプ,指標タイプ詳細（定義）,演算ロジック,演算式詳細,経営重要度,データソース区分,機能説明,ラクミーテーブル名.カラム名,データ負荷レベル,スナップショット対象,依存先指標,被参照指標,判断基準・閾値目安,データ基盤要件,V69No/戦略No
5次,本部管理者,年間予実対比（サマリー）,-,,,,,全社売上成長率,L4(提案),派生,合成指標,【成長性】事業成長性、市場地位の指標,(当期売上 - 前期売上) ÷ 前期売上 × 100,既存店売上+新店売上の合計で算出,-,合成指標（既存指標派生）,事業成長性、市場地位の指標,-,-,-,"全社売上(3次), 前期売上(4次)",-,+10%超:高成長 / 0-5%:安定 / マイナス:縮小,時系列データ必要,E-03
5次,本部管理者,"年間予実対比（サマリー）, 年間予実対比（予実対比）",-,,,,,年間KGI達成ペース,L4(提案),派生,合成指標,【予測】期中の軌道修正判断、予算修正の要否,累計実績 ÷ (年間目標 × 経過月/12) × 100,月次で進捗評価,-,合成指標（既存指標派生）,期中の軌道修正判断、予算修正の要否,-,-,-,"累計実績(4次), 年間目標(1次)",-,100±5%:順調 / 90%未満:施策必要 / 80%未満:予算修正,既存データから算出,E-12
5次,本部管理者,"年間予実対比（サマリー）, 店舗別サマリー",-,,,,,店舗別成長率ランキング,L4(提案),派生,合成指標,【業績共有】成長店舗の要因分析、失速店舗の対策立案,売上成長率(YoY)の順位,既存店ベース,-,合成指標（既存指標派生）,成長店舗の要因分析、失速店舗の対策立案,-,-,-,"売上(2次), 前年同月売上(4次)",-,上位10%:水平展開対象 / 下位10%:原因分析,時系列データ必要,M-04
5次,本部管理者,店舗ラベル別サマリー,-,,,,,店舗間客単価格差,L4(提案),派生,合成指標,【格差分析】業態内の客単価ばらつき,ラベル内 (max - min) ÷ ラベル内平均 × 100,同業態で格差大:標準化の余地,-,合成指標,業態内の客単価ばらつき,-,-,-,"店舗別客単価(2次), ラベル(1次)",-,20%以下:均質 / 50%超:要標準化,既存ラクミーデータで算出可,HB-18
5次,本部管理者,店舗ラベル別サマリー,-,,,,,ラベル内偏差(総合),L4(提案),派生,合成指標,【格差分析】業態内の店舗ばらつき,ラベル内 売上/利益/FL率の偏差,複数指標での総合評価,-,合成指標,業態内の店舗ばらつき,-,-,-,"店舗別業績(4次), ラベル(1次)",-,偏差小:均質運営,既存ラクミーデータで算出可,HB-21
5次,本部管理者,店舗ラベル別サマリー,-,,,,,ラベル別最高最低差,L4(提案),派生,合成指標,【格差分析】ラベル内の個店差,ラベル内 最大店舗 - 最小店舗 の売上/利益率,ラベル別に算出,-,合成指標,ラベル内の個店差,-,-,-,"店舗別業績(4次), ラベル(1次)",-,ラベル内差50%超:格差大,既存ラクミーデータで算出可,HB-24
5次,本部管理者,"店舗ラベル別サマリー, ABC分析",-,,,,,業態別収益性ランキング,L4(提案),派生,合成指標,【成長性】業態ポートフォリオ最適化,業態ラベル別の営業利益率の順位,業態別の強弱を数値化,-,合成指標（既存指標派生）,業態ポートフォリオ最適化,-,-,-,"営業利益率(4次), 業態ラベル(1次)",-,トップ業態:出店加速 / ボトム業態:撤退検討,業態ラベルの整備前提,E-11
5次,本部管理者,"店舗ラベル別サマリー, ABC分析",-,,,,,ラベル別業績格差スコア,L4(提案),派生,合成指標,【店舗比較】ラベル内の均質性、格差の原因議論,ラベル内 (max - min) ÷ ラベル内平均 × 100,変動係数に類似,-,合成指標（既存指標派生）,ラベル内の均質性、格差の原因議論,-,-,-,"店舗別業績(4次), ラベル情報(1次)",-,20%以下:均質 / 50%超:格差大 要標準化,会社画面のラベル別集計,M-06
5次,本部管理者,店舗別サマリー,-,,,,,売上成長率ランキング,L4(提案),派生,合成指標,【店舗比較】成長店舗の特定,店舗別(当月売上-前年同月)÷前年同月 の順位,既存店のみ,-,合成指標,成長店舗の特定,-,-,-,"店舗別売上(2次), 前年同月売上(4次)",-,上位10%:横展開対象,既存ラクミーデータで算出可,HB-11
5次,本部管理者,店舗別サマリー,-,,,,,利益成長率ランキング,L4(提案),派生,合成指標,【店舗比較】利益成長店舗の特定,店舗別営業利益成長率の順位,売上成長と併用,-,合成指標,利益成長店舗の特定,-,-,-,"店舗別営業利益(4次), 前年同月(4次)",-,上位10%:優良モデル,既存ラクミーデータで算出可,HB-12
5次,本部管理者,店舗別サマリー,-,,,,,店舗間売上格差(Zスコア),L4(提案),派生,合成指標,【格差分析】売上の店舗間ばらつき,(店舗売上 - 全店平均) ÷ 全店標準偏差,統計的偏差、正規分布前提,-,合成指標,売上の店舗間ばらつき,-,-,-,店舗別売上(2次),-,|Z|>2:異常値,既存ラクミーデータで算出可,HB-17
5次,本部管理者,店舗別サマリー,-,,,,,パレート集中度,L4(提案),派生,合成指標,【格差分析】売上の上位店舗集中度,上位20%店舗の売上 ÷ 全店舗売上 × 100,80/20ルールの検証,-,合成指標,売上の上位店舗集中度,-,-,-,店舗別売上(2次),-,70-85%:正常 / 90%超:集中過剰,既存ラクミーデータで算出可,HB-22
5次,本部管理者,店舗別サマリー,-,,,,,上位-下位スプレッド,L4(提案),派生,合成指標,【格差分析】店舗格差の大きさ,上位10%平均 - 下位10%平均 (売上や利益率),格差の絶対値,-,合成指標,店舗格差の大きさ,-,-,-,店舗別業績(4次),-,大きいほど格差大 要標準化,既存ラクミーデータで算出可,HB-23
5次,本部管理者,店舗別サマリー,-,,,,,要改善店舗数,L4(提案),派生,合成指標,【リスク検知】全社の改善対象店舗数,FL率>60% or 予算達成率<90% or 赤字 のいずれか,赤信号店舗の把握,-,合成指標,全社の改善対象店舗数,-,-,-,"店舗別FL率(4次), 店舗別予算対比率(4次), 店舗別営業利益(4次)",-,全店の10%以下:健全 / 30%超:要対策,既存ラクミーデータで算出可,HB-42
5次,本部管理者,店舗別サマリー,-,,,,,連続未達店舗検出,L4(提案),派生,合成指標,【リスク検知】問題店舗の早期特定,3ヶ月以上連続で予算達成率<95%の店舗,慢性的な不振店舗,-,合成指標,問題店舗の早期特定,-,-,-,店舗別予算対比率(4次:時系列),-,3ヶ月連続:要注意 / 6ヶ月連続:閉店検討,既存ラクミーデータで算出可,HB-43
5次,本部管理者,店舗別サマリー,-,,,,,ベストプラクティス共有スコア,L4(提案),派生,合成指標,【共有学習】優良店舗の共通特徴を抽出、水平展開,トップ3店舗の主要KPI平均 ÷ 全店平均,複数KPIで統合評価（売上/利益/客単価/FL率）,-,合成指標（既存指標派生）,優良店舗の共通特徴を抽出、水平展開,-,-,-,"店舗ランキング(5次), 各種KPI(2-4次)",-,1.2倍以上:顕著な差 / 要因分析して共有,ランキング機能の活用,M-07
5次,本部管理者,"店舗別サマリー, 予実対比",-,,,,,店舗別予算超過リスク,L4(提案),派生,合成指標,【予算管理】赤字リスクの早期検知,店舗別で予算対比率<90%の店舗リスト,連続3ヶ月赤:要対策,-,合成指標,赤字リスクの早期検知,-,-,-,店舗別予算対比率(4次),-,連続3ヶ月:要注意 / 連続6ヶ月:赤信号,既存ラクミーデータで算出可,HB-37
5次,本部管理者,"店舗別サマリー, 予実対比（一覧）",-,,,,,店舗間FL率偏差（Zスコア）,L4(提案),派生,合成指標,【店舗比較】平均からの乖離で要改善店舗を特定、ベスト店舗から学ぶ,(店舗FL率 - 全店舗平均FL率) ÷ 標準偏差,Zスコア。+1超で要改善、-1以下で優良,-,合成指標（既存指標派生）,平均からの乖離で要改善店舗を特定、ベスト店舗から学ぶ,-,-,-,"店舗別FL率(4次), 全店舗平均(4次), 標準偏差(4次)",-,|Z|<1:正常 / Z>+1:要改善 / Z>+2:緊急,既存データから算出可能,M-01
5次,本部管理者,"店舗別サマリー, 年間予実対比",-,,,,,新店vs既存店パフォーマンス,L4(提案),派生,合成指標,【成長性】新店の立ち上がりペース評価,新店平均KPI ÷ 既存店平均KPI,売上・利益・客単価等で複合評価,-,合成指標（既存指標派生）,新店の立ち上がりペース評価,-,-,-,"店舗ラベル(1次:新店フラグ), 各種業績指標(2-4次)",-,80%以上:立ち上がり順調 / 60%未満:要てこ入れ,新店フラグのラベル管理必要,H-11
5次,本部管理者,"店舗別サマリー, 年間予実対比（予実対比）",-,,,,,前年同月比客数変動,L4(提案),派生,合成指標,【業績共有】集客トレンドの共有、成功/不振施策の共有,(当月客数 - 前年同月客数) ÷ 前年同月客数 × 100,既存店のみで算出,-,合成指標（既存指標派生）,集客トレンドの共有、成功/不振施策の共有,-,-,-,"客数(2次), 前年同月客数(4次)",-,+5%超:成長 / ±2%:横ばい / -5%超:要対策,前年同月データ必要,M-03
5次,本部管理者,"店舗別サマリー, 店舗ラベル別サマリー",-,,,,,閉店リスクスコア,L4(提案),派生,合成指標,【リスク】継続営業リスクの早期警戒,営業利益率 × 売上成長率 ÷ 100,両方マイナスで危険信号。3ヶ月連続赤で対策,-,合成指標（既存指標派生）,継続営業リスクの早期警戒,-,-,-,"営業利益率(4次), 売上成長率(4次)",-,>0:健全 / -5〜0:監視 / <-5:赤信号,時系列データ必要,H-08
5次,本部管理者,"店舗別サマリー, 店舗ラベル別サマリー",-,,,,,店舗別営業利益率ランキング,L4(提案),派生,合成指標,【業績共有】収益性トップ・ボトムを共有、ベストプラクティス抽出,店舗別営業利益率の順位表,業態ラベル内比較推奨,-,合成指標（既存指標派生）,収益性トップ・ボトムを共有、ベストプラクティス抽出,-,-,-,"店舗別営業利益(4次), 店舗別売上(4次)",-,トップ10%:ベンチマーク対象 / ボトム10%:改善対象,既存データから集計,M-02
5次,本部管理者,"店舗別サマリー, 当月実績",-,,,,,全店舗日次売上達成率,L4(提案),派生,合成指標,【統制】全店の業績を日次で一覧把握、未達店舗の早期発見,店舗別(日次売上÷日次予算)×100 の全店一覧,赤/黄/緑で閾値別にハイライト,-,合成指標（既存指標派生）,全店の業績を日次で一覧把握、未達店舗の早期発見,-,-,-,"日次売上(1次), 日次予算(3次)",-,95%以上:緑 / 85-95%:黄 / 85%未満:赤,日次予算の按分データ必要,H-01
5次,本部管理者,"店舗別サマリー, 当月実績",-,,,,,売上急落店舗アラート,L4(提案),派生,合成指標,【リスク検知】異常売上の早期検知,日次売上が過去30日平均の70%未満の店舗,急激な売上減の検出,-,合成指標,異常売上の早期検知,-,-,-,店舗別日次売上(1次),-,50%未満:緊急対応 / 70%未満:原因調査,既存ラクミーデータで算出可,HB-44
5次,本部管理者,店舗別人件費,-,,,,,店舗間人件費率分散,L4(提案),派生,合成指標,【格差分析】人員配置効率の店舗間差,STDEV(店舗別人件費率),シフト標準化の必要性,-,合成指標,人員配置効率の店舗間差,-,-,-,店舗別人件費率(4次),-,3%以下:均質 / 5%超:要標準化,既存ラクミーデータで算出可,HB-20
5次,本部管理者,"店舗別人件費, PA人件費率分析",-,,,,,人件費日次予実乖離,L4(提案),派生,合成指標,【統制】人件費の予算超過を早期検知,(日次実績人件費 - 日次予算人件費) ÷ 日次予算人件費,全店横断でアラート表示,-,合成指標（既存指標派生）,人件費の予算超過を早期検知,-,-,-,"人件費(2次), 人件費予算(3次)",-,±5%:許容 / +10%超:要確認,日次シフト×時給データの整備必要,H-03
5次,本部管理者,"店舗別人件費, PA人件費率分析",-,,,,,店舗別労働分配率,L4(提案),派生,合成指標,【人的資源】人件費の粗利比率、店舗別人員適正化,人件費 ÷ 粗利 × 100,労働分配率。飲食業は40-50%が目安,-,合成指標（既存指標派生）,人件費の粗利比率、店舗別人員適正化,-,-,-,"人件費(2次), 粗利(3次)",-,40%以下:優良 / 40-50%:標準 / 50%超:要改善,既存指標ベースで算出可能,H-09
5次,本部管理者,感度分析,-,,,,,感度分析スコア,L4(提案),派生,合成指標,【予測】客単価・客数変動が利益に与える影響,客単価10%変動時の営業利益変化率,+10%時と-10%時の両方でシミュレーション,-,合成指標（既存指標派生）,客単価・客数変動が利益に与える影響,-,-,-,"客単価(3次), 客数(1次), 変動費率(3次), 固定費(3次)",-,レバレッジ3以上:収益感応度高い,既存画面あり,E-08
