523,分析画面,年間予実対比（予実対比）,年間予実差額_総売上 計,L1,A,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_総売上 計 - 年間予算_総売上 計,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_総売上 計,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
524,分析画面,年間予実対比（予実対比）,年間予実差額_フード売上 計,L1,B,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_フード売上 計 - 年間予算_フード売上 計,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間予算_フード売上 計",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_フード売上 計,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
525,分析画面,年間予実対比（予実対比）,年間予実差額_フード売上ランチ,L1,C,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_フード売上ランチ - 年間予算_フード売上ランチ,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間予算_フード売上ランチ",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_フード売上ランチ,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
526,分析画面,年間予実対比（予実対比）,年間予実差額_フード売上ディナー,L1,C,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_フード売上ディナー - 年間予算_フード売上ディナー,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間予算_フード売上ディナー",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_フード売上ディナー,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
527,分析画面,年間予実対比（予実対比）,年間予実差額_ドリンク売上 計,L1,B,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_ドリンク売上 計 - 年間予算_ドリンク売上 計,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間予算_ドリンク売上 計",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_ドリンク売上 計,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
528,分析画面,年間予実対比（予実対比）,年間予実差額_ドリンク売上ランチ,L1,C,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_ドリンク売上ランチ - 年間予算_ドリンク売上ランチ,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間予算_ドリンク売上ランチ",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_ドリンク売上ランチ,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
529,分析画面,年間予実対比（予実対比）,年間予実差額_ドリンク売上ディナー,L1,C,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_ドリンク売上ディナー - 年間予算_ドリンク売上ディナー,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間予算_ドリンク売上ディナー",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_ドリンク売上ディナー,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
530,分析画面,年間予実対比（予実対比）,年間予実差額_その他売上 計,L1,C,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_その他売上 計 - 年間予算_その他売上 計,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間予算_その他売上 計",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_その他売上 計,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
531,分析画面,年間予実対比（予実対比）,年間予実差額_その他売上ランチ,L1,D,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_その他売上ランチ - 年間予算_その他売上ランチ,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_その他売上ランチ, 年間予実対比（予実対比）.年間予算_その他売上ランチ",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_その他売上ランチ,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
532,分析画面,年間予実対比（予実対比）,年間予実差額_その他売上ディナー,L1,D,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_その他売上ディナー - 年間予算_その他売上ディナー,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_その他売上ディナー, 年間予実対比（予実対比）.年間予算_その他売上ディナー",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_その他売上ディナー,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
533,分析画面,年間予実対比（予実対比）,年間予実差額_FLコスト 計,L4b,A,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_FLコスト 計 - 年間予算_FLコスト 計,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_FLコスト 計, 年間予実対比（予実対比）.年間予算_FLコスト 計",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_FLコスト 計,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,高,高,事前計算・非同期処理
534,分析画面,年間予実対比（予実対比）,年間予実差額_FD仕入 計,L1,A,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_FD仕入 計 - 年間予算_FD仕入 計,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_FD仕入 計, 年間予実対比（予実対比）.年間予算_FD仕入 計",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_FD仕入 計,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
535,分析画面,年間予実対比（予実対比）,年間予実差額_フード仕入,L1,B,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_フード仕入 - 年間予算_フード仕入,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_フード仕入, 年間予実対比（予実対比）.年間予算_フード仕入",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_フード仕入,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
536,分析画面,年間予実対比（予実対比）,年間予実差額_ドリンク仕入,L1,B,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_ドリンク仕入 - 年間予算_ドリンク仕入,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_ドリンク仕入, 年間予実対比（予実対比）.年間予算_ドリンク仕入",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_ドリンク仕入,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
537,分析画面,年間予実対比（予実対比）,年間予実差額_人件費 計,L1,A,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_人件費 計 - 年間予算_人件費 計,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_人件費 計, 年間予実対比（予実対比）.年間予算_人件費 計",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_人件費 計,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
538,分析画面,年間予実対比（予実対比）,年間予実差額_固定人件費,L1,B,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_固定人件費 - 年間予算_固定人件費,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_固定人件費, 年間予実対比（予実対比）.年間予算_固定人件費",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_固定人件費,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
539,分析画面,年間予実対比（予実対比）,年間予実差額_PA人件費,L1,B,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_PA人件費 - 年間予算_PA人件費,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_PA人件費, 年間予実対比（予実対比）.年間予算_PA人件費",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_PA人件費,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
540,分析画面,年間予実対比（予実対比）,年間予実差額_社員人件費,L1,B,画面内,計算項目,画面内演算,年間実績-年間予算の差額,年間実績_社員人件費 - 年間予算_社員人件費,実績 - 予算,年間予実差額,-,-,画面内演算,"年間予実対比（予実対比）.年間実績_社員人件費, 年間予実対比（予実対比）.年間予算_社員人件費",-,年間実績 - 年間予算 → 年間予実対比（予実対比）.年間予実差額_社員人件費,予実差額追加,年間予実差額,-,-,分析画面,予実差額,年間実績と年間予算の差額,中,中,中,監視継続
