482,表示画面,月次集計,FD仕入,L0,A,画面間,計算項目,演算,画面間演算,予実対比.FD仕入から参照,-,予実対比.FD仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.FD仕入,-,予実対比.FD仕入 → 月次集計.FD仕入,演算検証済,インプット元: 予実対比.FD仕入,画面'月次集計'に'FD仕入'が実際に存在するか要確認,実画面で目視確認が必要
483,表示画面,月次集計,その他経費,L3,C,画面間,計算項目,演算,画面間演算,予実対比.その他経費から参照,-,予実対比.その他経費,monthly_costs.value,-,ユーザー入力（費用設定）,予実対比.その他経費,-,予実対比.その他経費 → 月次集計.その他経費,スキーマ検証済,-,画面'月次集計'に'その他経費'が実際に存在するか要確認,実画面で目視確認が必要
484,表示画面,月次集計,客単価(税抜),L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数,当月実績.売上税抜 ÷ 感度分析.客数,-,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","ZTOTAL.sales_excluded, ZTOTAL.customers",POS売上（日別集計）,"当月実績.売上税抜, 感度分析.客数","時間帯別売上分析.客単価(税抜), 感度分析.客単価(税抜)",ZTOTAL.sales_excluded / ZTOTAL.customers → head_office_connected_service_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 月次集計.客単価(税抜),スキーマ検証済,-,-,-
485,表示画面,月次集計,原価金額,L4a,C,画面間,計算項目,演算,画面間演算,月次レポート.原価金額から参照,-,月次レポート.原価金額,"shop_inventories.amount（棚卸入力）, infomart_transactions.total_tax_excluded",-,インフォマート（仕入）,月次レポート.原価金額,-,月次レポート.原価金額 → 月次集計.原価金額,演算検証済,インプット元: 月次レポート.原価金額,画面'月次集計'に'原価金額'が実際に存在するか要確認,実画面で目視確認が必要
486,表示画面,日次レポート,支払別売上,L0,S,画面間,計算項目,演算,画面間演算,支払種別売上分析.売上税込から参照,-,支払種別売上分析.売上税込,head_office_payment_method_sales_logs.sales,-,POS売上（支払方法別）,支払種別売上分析.売上税込,-,支払種別売上分析.売上税込 → 日次レポート.支払別売上,スキーマ検証済,-,画面'日次レポート'に'支払別売上'が実際に存在するか要確認,実画面で目視確認が必要
487,表示画面,日次レポート,PA人件費率,L1,S,画面間,計算項目,演算,画面間演算,月次集計.PA人件費率から参照,-,月次集計.PA人件費率,"working_records.daily_cost, head_office_connected_service_sales_logs.sales_excluded",-,POS売上（日別集計）,月次集計.PA人件費率,-,月次集計.PA人件費率 → 日次レポート.PA人件費率,演算検証済,インプット元: 月次集計.PA人件費率,画面'日次レポート'に'PA人件費率'が実際に存在するか要確認,実画面で目視確認が必要
488,表示画面,日次レポート,売上(税抜),L0,S,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,日別集計,SUM(ZTOTAL.sales_excluded) GROUP BY date,-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,"ABC分析.売上(税抜), 当月実績.売上(税抜), 感度分析.売上(税抜), 曜日別売上分析.売上(税抜)",ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 日次レポート.売上(税抜),スキーマ検証済,-,-,-
489,表示画面,従業員別勤務実績,PA人件費率,L1,S,画面間,計算項目,演算,画面間演算,月次集計.PA人件費率から参照,-,月次集計.PA人件費率,"working_records.daily_cost, head_office_connected_service_sales_logs.sales_excluded",-,POS売上（日別集計）,月次集計.PA人件費率,-,月次集計.PA人件費率 → 従業員別勤務実績.PA人件費率,演算検証済,インプット元: 月次集計.PA人件費率,画面'従業員別勤務実績'に'PA人件費率'が実際に存在するか要確認,実画面で目視確認が必要
490,表示画面,店舗別人件費,固定人件費,L0,C,画面間,計算項目,演算,画面間演算,予実対比.固定人件費から参照,-,予実対比.固定人件費,head_office_connected_service_labor_costs_logs.labor_costs,-,勤怠（KOT/ジョブカン）,予実対比.固定人件費,-,予実対比.固定人件費 → 店舗別人件費.固定人件費,スキーマ検証済,-,画面'店舗別人件費'に'固定人件費'が実際に存在するか要確認,実画面で目視確認が必要
491,表示画面,店舗別人件費,人件費額,L0,C,画面間,計算項目,演算,画面間演算,年間予実対比.人件費額から参照,-,年間予実対比.人件費額,head_office_connected_service_labor_costs_logs.labor_costs,-,勤怠（KOT/ジョブカン）,年間予実対比.人件費額,-,年間予実対比.人件費額 → 店舗別人件費.人件費額,スキーマ検証済,-,画面'店舗別人件費'に'人件費額'が実際に存在するか要確認,実画面で目視確認が必要
492,表示画面,予算一覧,予算金額,L3,C,画面間,計算項目,演算,画面間演算,予算設定.予算金額から参照,-,予算設定.予算金額,monthly_budgets.profit,-,-,予算設定.予算金額,-,予算設定.予算金額 → 予算一覧.予算金額,スキーマ検証済,-,画面'予算一覧'に'予算金額'が実際に存在するか要確認,実画面で目視確認が必要
493,表示画面,予算一覧,予算比率,L3,C,画面間,計算項目,演算,画面間演算,予算設定.予算比率から参照,-,予算設定.予算比率,monthly_budgets.ratio（予算入力）,-,-,予算設定.予算比率,-,予算設定.予算比率 → 予算一覧.予算比率,演算検証済,インプット元: 予算設定.予算比率,画面'予算一覧'に'予算比率'が実際に存在するか要確認,実画面で目視確認が必要

■ 設定入力画面 (63指標)

No,画面タイプ,画面タイトル,指標名,独自指標レベル,経営重要度,演算範囲,データソース区分,指標タイプ,指標タイプ詳細,演算ロジック,演算式詳細,中間画面名.画面指標名,ラクミーテーブル名.カラム名,外部連携テーブル名.テーブル列名,外部連携グループ名,インプット元（画面名.指標名）,アウトプット先（画面名.画面指標名）,データリネージュ（完全版）,判断,AI推測の理由,不明点,改善
1,設定入力画面,棚卸し,棚卸商品,L3,D,-,費用・棚卸（入力）,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,商品マスタ,棚卸マスタ.item_name,-,shop_inventories.item_name（棚卸入力）,-,-,棚卸マスタ.item_name,-,shop_inventories.item_name（棚卸入力） → 棚卸し.棚卸商品,AI推測,棚卸マスタから商品名を取得と推測,棚卸マスタのテーブル名が不明,棚卸データのスキーマを確認必要
2,設定入力画面,棚卸し,在庫数量,L3,D,-,費用・棚卸（入力）,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,入力値,棚卸マスタ.quantity,-,shop_inventories.quantity（棚卸入力）,-,-,棚卸マスタ.quantity,棚卸し.小計,shop_inventories.quantity（棚卸入力） → 棚卸し.在庫数量,AI推測,棚卸マスタから数量を取得と推測,-,-
3,設定入力画面,棚卸し,商品単価,L3,D,-,費用・棚卸（入力）,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,マスタ参照,棚卸マスタ.unit_price,-,shop_inventories.unit_price（棚卸入力）,-,-,棚卸マスタ.unit_price,棚卸し.小計,shop_inventories.unit_price（棚卸入力） → 棚卸し.商品単価,AI推測,棚卸マスタから単価を取得と推測,-,-
4,設定入力画面,棚卸し,小計,L4a,D,画面内,計算項目,ユーザー入力×ユーザー入力,複数のユーザー入力の組合せ,数量×単価,棚卸し.在庫数量 × 棚卸し.商品単価,-,-,-,-,"棚卸し.在庫数量, 棚卸し.商品単価",-,棚卸し.小計,AI推測,数量×単価から小計を算出と推測,-,-
5,設定入力画面,小口現金管理,支払先,L3,C,-,費用・棚卸（入力）,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,入力値,shop_petty_cash.payee,-,shop_petty_cashes.payee（小口現金入力）,-,-,-,-,shop_petty_cashes.payee（小口現金入力） → 小口現金管理.支払先,AI推測,小口現金テーブルから支払先を取得と推測,shop_petty_cashテーブルの存在が未確認,テーブル構造を確認必要
6,設定入力画面,小口現金管理,経費項目,L3,C,-,費用・棚卸（入力）,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,入力値,shop_petty_cash.expense_item,-,shop_petty_cashes.expense_item（小口現金入力）,-,-,-,-,shop_petty_cashes.expense_item（小口現金入力） → 小口現金管理.経費項目,AI推測,小口現金テーブルから経費項目を取得と推測,-,-
7,設定入力画面,小口現金管理,出勤額,L3,C,-,費用・棚卸（入力）,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,入力値,shop_petty_cash.withdrawal,-,shop_petty_cashes.withdrawal（小口現金入力）,-,-,-,小口現金管理.残高,shop_petty_cashes.withdrawal（小口現金入力） → 小口現金管理.出勤額,AI推測,小口現金テーブルから出金額を取得と推測,-,-
8,設定入力画面,小口現金管理,入金額,L3,C,-,費用・棚卸（入力）,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,入力値,shop_petty_cash.deposit,-,shop_petty_cashes.deposit（小口現金入力）,-,-,-,小口現金管理.残高,shop_petty_cashes.deposit（小口現金入力） → 小口現金管理.入金額,AI推測,小口現金テーブルから入金額を取得と推測,-,-
9,設定入力画面,小口現金管理,残高,L4a,C,画面内,計算項目,ユーザー入力×ユーザー入力,複数のユーザー入力の組合せ,前残高+入金-出金,前回残高 + 小口現金管理.入金額 - 小口現金管理.出勤額,-,-,-,-,"小口現金管理.入金額, 小口現金管理.出勤額",-,小口現金管理.残高,AI推測,前回残高+入金-出金から算出と推測,前回残高の取得方法が不明,残高計算ロジックを確認必要
10,設定入力画面,小口現金管理,内容,L3,C,-,費用・棚卸（入力）,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,データ,shop_petty_cash.data,-,shop_petty_cashes.data（小口現金入力）,-,-,-,-,shop_petty_cashes.data（小口現金入力） → 小口現金管理.内容,AI推測,小口現金テーブルから内容を取得と推測,shop_petty_cashのデータ構造が不明,テーブル構造を確認必要
